MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_thiazole,fr_thiophene
0.856206402294536,0.856206402294536,0.04290698657966148,0.22376981892075187,0.1344274154795567,0.2177622118246521,0.9047636171362791,0.492063110837732,0.5027930524950682,0.9999999999999999,0.693798449612403,0.6876143990237951,0.6979458450046685,0.15565939101423285,0.6764718748472731,0.5341641902845937,0.5843022755124347,0.4692730777018834,0.36819409672653425,0.3141488026103557,0.282569460577082,0.6981234079699536,0.436014081890586,0.1988699631744833,0.26070565932340295,0.21210916418131076,0.2540527015503035,0.24033846627205013,0.29075586326389224,0.15849733579620415,0.3235916456654892,0.0,0.21052631578947362,0.0,0.3276217560409046,0.27640251638747504,0.07992523197624785,0.0,0.0,0.2676384627691277,0.29488780016429383,0.18412548356951028,0.12444294924123972,0.3570315647776182,0.09559501982540375,0.11187754729423116,0.1648129305346171,0.17308553089578063,0.36296817545102694,0.12471546982621654,0.1146846144976413,0.16666666666666666,0.13486316103953852,0.21473851869143662,0.3760443043515605,0.0,0.1721080076375175,0.30953926460251346,0.0,0.08853985601897954,0.18867149176247294,0.3476483083273404,0.15930719679236224,0.28374858899818356,0.13085541800800393,0.5553794575136323,0.0,0.19927692600515726,0.12715750652778934,0.23073767556370092,0.1582040721366614,0.24513488516717952,0.0381282530657134,0.7675204209236499,0.27435466604656034,0.18793191536866158,0.2251584794215567,0.34615384615384615,0.0,0.3333333333333333,0.25,0.4,0.0,0.3333333333333333,0.24000000000000002,0.19999999999999998,0.0,0.0,0.0,0.42857142857142855,0.44065657911567546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.21052631578947367,0.3333333333333333,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.8576696494746242,0.8576696494746242,0.022011199353170856,0.22648879844152092,0.2928965328631788,0.27485156100363917,0.9047636171362791,0.7644869797672165,0.38316663839019127,0.738464582057693,0.5743798449612402,0.625869432580842,0.6651960784313726,0.14653485234550293,0.6767422913296492,0.5513724338116412,0.5650813449297907,0.479687207149869,0.3867713496582037,0.2656824980440423,0.28065407642266205,0.7834681051854926,0.3830466465565982,0.20272573736790445,0.22417906229516493,0.23420015301800146,0.24286721145058637,0.27427960573600785,0.28994098848171024,0.1275399033194257,0.1947716436465976,0.0,0.21052631578947362,0.0,0.3276217560409046,0.27640251638747504,0.07992523197624785,0.0,0.0,0.1955773934908891,0.3403215112639598,0.24903180773017652,0.12092254917620637,0.3188807015788158,0.09184731165866408,0.22735002912185312,0.14208294731709697,0.18415014711775668,0.36296817545102694,0.12471546982621654,0.1146846144976413,0.16666666666666666,0.13486316103953852,0.19904170584439201,0.2880511031676882,0.09610926161468039,0.1721080076375175,0.30953926460251346,0.0,0.08853985601897954,0.11688909784365066,0.2917125307509859,0.15776686356878888,0.44508837440427695,0.19774063390836707,0.48234828417391934,0.043506765101732334,0.19927692600515726,0.08255401549402845,0.23073767556370092,0.09068177313850333,0.2505484959901574,0.022640897346886,0.7744201138211211,0.3110872115445226,0.21416975642877079,0.22636300192861336,0.34615384615384615,0.0,0.5,0.375,0.4,0.0,0.3333333333333333,0.19999999999999998,0.12727272727272726,0.0,0.25,0.125,0.5714285714285714,0.4803036924913632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.2857142857142857,0.16666666666666666,0.0,0.5,0.0,0.0,0.21052631578947367,0.3333333333333333,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.843553379861051,0.843553379861051,0.022416766670680103,0.21855579639466516,0.11973165631096747,0.15520653770031284,0.904763611583819,0.7644864694494572,0.3831666347379814,0.7384654485239438,0.5937228209491398,0.5999940475304693,0.593974175035868,0.14653485327208562,0.6672092001827608,0.47313650479392755,0.5619099044730942,0.43684316300415515,0.36632660589970545,0.2656818789128925,0.2767413099116383,0.72855173885341,0.6294303595063777,0.21123773181101352,0.23232778332133547,0.18836067098412917,0.19884148766689003,0.2154422448417634,0.23280308457769738,0.19377991141109024,0.26075978365640023,0.0,0.263157894736842,0.0,0.3276217560409046,0.2755424738995278,0.07992523197624785,0.0,0.0,0.1675184310654884,0.3059024816638658,0.31977644362608876,0.0,0.35905767973176406,0.18744233148406786,0.22735002912185312,0.2912677061771929,0.13399183349433125,0.1448184709639119,0.12471546982621654,0.0,0.16666666666666666,0.13486316103953852,0.23969407640642293,0.27524653648770087,0.09610926161468039,0.34057230316706033,0.15473885399361345,0.0,0.0,0.15396419632724168,0.3506189440067654,0.24187277207327007,0.44508837440427695,0.0,0.4213119683372175,0.0,0.1516273853363329,0.1717609975615502,0.23073767556370092,0.09132680257523956,0.28199228764637857,0.05481325490984098,0.765905699131144,0.1541810502839573,0.42513237061274045,0.22284863948455141,0.599112426035503,0.0,0.16666666666666666,0.125,0.2,0.0,0.16666666666666666,0.24000000000000002,0.2727272727272727,0.0,0.25,0.125,0.14285714285714285,0.4279982838016433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,0.14285714285714285,0.16666666666666666,0.0,0.5,0.0,0.0,0.2631578947368421,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.78989059694022,0.78989059694022,0.03182951563933401,0.6291767228759502,0.13038909837647697,0.79580830329729,0.534853346178833,0.6782730000368893,0.31463659742913197,0.5911525795784416,0.18272022551092315,0.2186588274446724,0.27878787878787875,0.018007527697851078,0.43080131496250473,0.647190544590807,0.3320156389573796,0.5609242856865881,0.31476053206516097,0.0919818283787861,0.1609796954639257,0.6733562993518329,0.3389213501131693,0.32179932418935525,0.3080656286555961,0.39493059842925604,0.37930414282012187,0.4437349148512642,0.4309180856904655,0.5449508163656047,0.4666666666666667,0.48917979745795687,0.11208531094495988,0.0,0.5,0.0,0.16788628410376208,0.0,0.0,0.0,0.1040514279019628,0.30938510738137714,0.7777667306727016,0.8134264042694253,0.0,0.4618899273104881,0.49807392467403805,0.2859718850431049,0.10686906418454414,0.0,0.0,0.0,0.0,0.5590070513858287,0.5230485223706044,0.38443704645872157,0.19589062457046005,0.1509439619879779,0.0,0.0,0.4378745712607957,0.49425026120924714,0.15697650938453042,0.0,0.07364377634106996,0.40293786907465595,0.12295304383935315,0.0,0.0,0.8450553038075521,0.4033639208603023,0.09028889970354419,0.3931364627010661,0.726312947506505,0.08691754926171577,0.36590786817749066,0.7477959602031328,0.8604395604395606,0.0,1.0,0.75,0.0,0.0,0.0,0.76,0.18181818181818182,0.0,1.0,0.5,0.7142857142857142,0.2794165458576704,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8553941969964359,0.8553941969964359,0.015902462392503754,0.22672967367608077,0.1511553555001889,0.25366119122104575,0.9047636171362791,0.7644869797672165,0.38316663839019127,0.738464582057693,0.5713178294573643,0.5753508236729712,0.5798319327731092,0.14653485386078044,0.6490779363888812,0.6667832123395157,0.5394659410366125,0.6160735928854444,0.3749576021800243,0.26568213485753644,0.27644448614820516,0.7864172969193228,0.493627537183033,0.25679173214316464,0.27593763795808324,0.23228633803370924,0.24102912153043227,0.2728214364764844,0.288524936949824,0.16065990736525795,0.1947716436465976,0.0,0.21052631578947362,0.0,0.3276217560409046,0.23640983627801995,0.07992523197624785,0.0,0.0,0.2568059047346211,0.4745216252252874,0.24413693397964661,0.0,0.3188807015788158,0.13964482157136596,0.5737674746047191,0.2931597226905277,0.06699591674716562,0.18225932405455975,0.12471546982621654,0.0,0.16666666666666666,0.13486316103953852,0.19733071118269901,0.18694229754081185,0.38443704645872157,0.38092279439032956,0.19348512410730337,0.0,0.08853985601897954,0.09851068087417408,0.2917125307509859,0.31267397607590197,0.43916529885138084,0.07551061590783555,0.42514570102141463,0.043506765101732334,0.3032547706726658,0.12715750652778934,0.23073767556370092,0.09086055834425211,0.2443717501334796,0.04141930680101931,0.8075147470030047,0.1804741044920387,0.5425376271581873,0.226469710949113,0.6087533156498673,0.2,0.16666666666666666,0.25,0.2,0.0,0.16666666666666666,0.19999999999999998,0.2727272727272727,0.25,0.25,0.25,0.2857142857142857,0.5770064064298791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.14285714285714285,0.16666666666666666,0.0,0.5,0.0,0.0,0.21052631578947367,0.0,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.7267126874342436,0.7267126874342436,0.31655083917025856,0.8203063238228546,0.6110304155166082,0.037713318247060174,0.4123883430197275,0.8663946130672544,0.12454843411347744,0.455796779632897,0.4465690496698249,0.5691139583757032,0.6681190994916486,0.012182066980369444,0.7321507337152227,0.18707297094060826,0.7978066322718669,0.24268674657840972,0.7527133132282016,0.08779777132813749,0.8847821474243632,0.4993338150518288,0.5196246405180773,0.10744199081996485,0.10285660024097755,0.10690819305480688,0.10267809252659231,0.1303596469339259,0.1265943418648528,0.031046821882993222,0.0,0.0,0.10599660170060286,0.23527584861813186,0.0,0.08252785049876929,0.1745197923825835,0.15909799957517518,0.0,0.2705655890649031,0.2257109459931334,0.11146798992981291,0.17613878506708894,0.0,0.1792222941345921,0.0,0.07814328520154736,0.05442572719047128,0.4275135495865455,0.244189317699801,0.23989332336287236,0.0,0.0,0.05086874042474458,0.0,0.3373331367644763,0.09802925402570094,0.34005206908837526,0.0,0.322920287962041,0.0,0.0589064132557795,0.03637984346369788,0.20717292617501795,0.3260389412769625,0.13576896305813105,0.0,0.4837555953449283,0.37171758997938226,0.0,0.0,0.09993126769038317,0.030513990855190444,0.845569052000347,0.43398493426542906,0.441794153479407,0.5096636719299451,0.1483516483516483,0.0,0.0,0.0,0.4,0.5,0.6666666666666666,0.16,0.05454545454545454,0.0,0.0,0.0,0.42857142857142855,0.6904953524069399,0.0,0.0,0.0,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.75,0.4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8253031983621231,0.8253031983621231,0.026099978999094817,0.22712659525683443,0.06489036400719639,0.15168499682456477,0.9047636171362791,0.7644869797672165,0.38316663839019127,0.738464582057693,0.6680130558955526,0.6661956905687036,0.6646026831785348,0.14653485078077796,0.6845364492559725,0.463769925438718,0.5772475470448435,0.43636077577787225,0.3959963899867054,0.26568160603297364,0.2771399308453725,0.7252997636682736,0.5866658471197862,0.18069782750958724,0.2030912557388086,0.16153533543137755,0.17307756623824638,0.18019350288538866,0.19857246648011212,0.12494302934269096,0.1947716436465976,0.0,0.21052631578947362,0.0,0.3276217560409046,0.27891102832197295,0.17587120330427564,0.0,0.0,0.16751843106548836,0.3488963784548892,0.24903180773017652,0.0,0.3625161314401971,0.1889104574617769,0.11547248182762203,0.21833421600530942,0.13399183349433125,0.18225932405455975,0.12471546982621654,0.0,0.16666666666666666,0.13486316103953852,0.2167575661977268,0.18694229754081182,0.09610926161468039,0.3002218119437911,0.19348512410730337,0.0,0.08853985601897954,0.09851068087417407,0.29171253075098585,0.2385114994383352,0.44508837440427695,0.0,0.5463240915983096,0.0,0.1516273853363329,0.12715750652778932,0.22291165706919053,0.09025650130831171,0.23790982901644744,0.09040196731248253,0.7823246400358019,0.18240973426439056,0.37435279192241755,0.2266455493377078,0.5192307692307693,0.0,0.16666666666666666,0.125,0.2,0.0,0.16666666666666666,0.24000000000000002,0.23636363636363636,0.0,0.25,0.125,0.14285714285714285,0.4936948364814711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.14285714285714285,0.0,0.0,0.5,0.0,0.0,0.21052631578947367,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8394817233734776,0.8394817233734776,0.03195699250133774,0.22368666976272922,0.11922522405870689,0.15643478868914612,0.9047636171362791,0.7089667608077999,0.38316663839019127,0.8327321145699649,0.6121447028423772,0.6174496644295302,0.6120448179271709,0.14653485426869597,0.6834957179190155,0.47261131939269396,0.5647615697073012,0.4365891745377022,0.38368103229274997,0.265682143717743,0.27697416671086994,0.7378975647889603,0.6139868146039329,0.2053151324776647,0.2266579476512342,0.1826700930262068,0.19337607221651576,0.2022219395208849,0.2199646342542066,0.22588424409630062,0.2669310838621057,0.0,0.21052631578947362,0.0,0.5828122588300948,0.23640983627801995,0.16386837402812887,0.0,0.0,0.16751843106548836,0.3488963784548892,0.18533173993548183,0.06295358829223034,0.3987513627926823,0.13964482157136596,0.33922757641608436,0.2410641992228295,0.1346277866900987,0.18225932405455975,0.12471546982621654,0.09668055273430094,0.16666666666666666,0.13486316103953852,0.2405384422800348,0.22423803504945372,0.09610926161468039,0.3002218119437911,0.19348512410730337,0.0,0.08853985601897954,0.17288712376902945,0.3506189440067654,0.20362273663100294,0.3694673092765617,0.0,0.48234828417391934,0.0,0.1516273853363329,0.12715750652778932,0.3863993684158016,0.11853233913140851,0.27825957678156105,0.03863728228081486,0.7716599084004312,0.15841839247987272,0.34783863866257225,0.22512164389870115,0.5192307692307693,0.0,0.16666666666666666,0.125,0.2,0.0,0.16666666666666666,0.28,0.2727272727272727,0.0,0.25,0.125,0.14285714285714285,0.4566393425148144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,0.14285714285714285,0.3333333333333333,0.0,0.5,0.0,0.0,0.2631578947368421,0.0,0.0,0.2,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
0.8517537250451644,0.8517537250451644,0.02172488372835064,0.22579493499866166,0.13681604106479908,0.20917274642614614,0.9047636171362791,0.7644869797672165,0.38316663839019127,0.738464582057693,0.607505285412262,0.6231904154417882,0.6354723707664884,0.14653485579809075,0.6830547009648882,0.47382873987662344,0.5314332958848684,0.43678293931704015,0.3760928293147079,0.26568227504816566,0.2769816199818902,0.7597672204157391,0.48371219587037173,0.23998392866791884,0.25984715499338146,0.2307617227301757,0.2395648315940807,0.2588757980178933,0.27498210399442846,0.1901673660737336,0.1947716436465976,0.0,0.21052631578947362,0.0,0.3276217560409046,0.276402516387475,0.07992523197624785,0.0,0.0,0.16751843106548836,0.3488963784548892,0.43523713736373065,0.13768218622467868,0.35857438463973407,0.18369462331732817,0.22735002912185312,0.2410641992228295,0.4032474068745287,0.18225932405455975,0.12471546982621654,0.0,0.16666666666666666,0.13486316103953852,0.32575490748417785,0.22423803504945372,0.09610926161468039,0.3002218119437911,0.19348512410730337,0.0,0.08853985601897954,0.09851068087417407,0.29171253075098585,0.23522041982234548,0.6777938505602652,0.15393624560839342,0.48234828417391934,0.0,0.1516273853363329,0.16826372609452966,0.3011589508809969,0.12261818876101349,0.2516887389492711,0.041155132880008535,0.7867423164193665,0.1756519611061101,0.5007421682878128,0.226055616702883,0.6087533156498673,0.0,0.3333333333333333,0.25,0.2,0.0,0.16666666666666666,0.28,0.2727272727272727,0.0,0.5,0.25,0.2857142857142857,0.4724222380932054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.2857142857142857,0.16666666666666666,0.0,0.5,0.0,0.0,0.21052631578947367,0.0,0.0,0.2,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.8332348386707853,0.8332348386707853,0.026103885747642577,0.22670457108856223,0.1369807064951456,0.16866959042787427,0.9047636171362791,0.7644869797672165,0.38316663839019127,0.738464582057693,0.6639634267541243,0.653071760454311,0.6359979889391654,0.14653485145467118,0.6833836065319137,0.47027243765507376,0.5656253793861938,0.4364644089887326,0.3823301894674729,0.26568174812489154,0.27702801711263764,0.7255276001159505,0.605267597404388,0.19465898299957402,0.2164565794653759,0.17674938178918398,0.18768962930837862,0.19419834336307468,0.21217279146483337,0.196376785387825,0.1947716436465976,0.0,0.21052631578947362,0.0,0.3276217560409046,0.23640983627801995,0.07992523197624785,0.0,0.0,0.16751843106548836,0.3488963784548892,0.3078370017743413,0.0,0.3188807015788158,0.13964482157136596,0.33922757641608436,0.2410641992228295,0.13399183349433125,0.18225932405455975,0.12471546982621654,0.0,0.16666666666666666,0.13486316103953852,0.2195969598136073,0.18694229754081182,0.09610926161468039,0.3002218119437911,0.19348512410730337,0.0,0.08853985601897954,0.11727398484607716,0.29171253075098585,0.2385114994383352,0.44508837440427695,0.0,0.48234828417391934,0.0,0.1516273853363329,0.12715750652778932,0.31597809309850555,0.09041017868210076,0.23948245170711133,0.0394344069810092,0.7827144052066397,0.1712896239096629,0.3700586521531141,0.2264585903682405,0.54,0.0,0.16666666666666666,0.125,0.2,0.0,0.16666666666666666,0.24000000000000002,0.2545454545454545,0.0,0.25,0.125,0.14285714285714285,0.44753869441009436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.14285714285714285,0.3333333333333333,0.0,0.5,0.0,0.0,0.21052631578947367,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
